['DJI_0345.JPG'],19.1530958055556,73.0049103333333,,,,73.0013576374342,19.149798647687
['DJI_0342.JPG'],19.1530966944444,73.0044604722222,,,,73.0013303223442,19.1500956213994
['DJI_0310.JPG'],19.1528300833333,73.0015191944444,,,,73.0013305470159,19.1501428979884
['DJI_0313.JPG'],19.1528303888889,73.0010484166667,,,,73.0013307073652,19.1501766591184
['DJI_0264.JPG'],19.1525602222222,73.0012210833333,,,,73.0013237667764,19.1502171171023
['DJI_0455.JPG'],19.1541681666667,73.0030951111111,,,,73.0013238634045,19.1502373660278
['DJI_0604.JPG'],19.1552414166667,73.0049023611111,,,,73.0013241210525,19.1502913527416
['DJI_0368.JPG'],19.1533649166667,73.0017983611111,,,,73.0013242497297,19.1503183394098
['DJI_0295.JPG'],19.1528295555556,73.0038689444445,,,,73.0013245395325,19.1503790439667
['DJI_0343.JPG'],19.1530964722222,73.0046173611111,,,,73.0013246361163,19.1503992738985
['DJI_0135.JPG'],19.1512211388889,73.0033985,,,,73.0013248935098,19.1504532098349
['DJI_0292.JPG'],19.1528280277778,73.0043321388889,,,,73.0013251185583,19.1505003897055
['DJI_0190.JPG'],19.1517582222222,73.0031433888889,,,,73.0013252150391,19.1505206054205
['DJI_0130.JPG'],19.1512210833333,73.0041819444444,,,,73.0013253125824,19.1505475211213
['DJI_0285.JPG'],19.1525618888889,73.0046674166667,,,,73.0013466273199,19.1505743649857
['DJI_0518.JPG'],19.1547045,73.002888,,,,73.0013536904077,19.1506011309639
['DJI_0357.JPG'],19.1533653055556,73.0035232777778,,,,73.0013607533328,19.1506278988906
['DJI_0395.JPG'],19.1536340555556,73.0034418055556,,,,73.0013891466955,19.150674826062
['DJI_0033.JPG'],19.1501515277778,73.0035721944445,,,,73.0014104753212,19.1506882837499
['DJI_0173.JPG'],19.1514904444444,73.0035740277778,,,,73.0014529906077,19.1507485402403
['DJI_0116.JPG'],19.1509547222222,73.0029126666667,,,,73.0014813497851,19.1507820286448
['DJI_0195.JPG'],19.1517586388889,73.0023593888889,,,,73.0015026159482,19.15080881586
['DJI_0414.JPG'],19.1539005833333,73.0041569444444,,,,73.0015309758709,19.1508423056302
['DJI_0233.JPG'],19.15202575,73.004677,,,,73.0015522290198,19.1508757792096
['DJI_0375.JPG'],19.1533652777778,73.0007027777778,,,,73.0015947774109,19.1509226723494
['DJI_0257.JPG'],19.1522939166667,73.0010697777778,,,,73.0016160452986,19.1509494621428
['DJI_0489.JPG'],19.1544370277778,73.0023995,,,,73.0016444200496,19.150976267783
['DJI_0503.JPG'],19.1547105833333,73.0005691111111,,,,73.0016585819311,19.1510030431116
['DJI_0344.JPG'],19.1530966944444,73.0047744166667,,,,73.0016940259965,19.1510499242457
['DJI_0413.JPG'],19.1539005,73.0043124722222,,,,73.0017152956288,19.1510767160729
['DJI_0165.JPG'],19.1514896111111,73.0023190277778,,,,73.0017294474108,19.15111018236
['DJI_0403.JPG'],19.1536330277778,73.0046970555556,,,,73.0017506586586,19.1511704185499
['DJI_0031.JPG'],19.1501452777778,73.0038931111111,,,,73.0017506112769,19.1511971749897
['DJI_0211.JPG'],19.1520245555556,73.0012606111111,,,,73.0017505402688,19.1512373134775
['DJI_0129.JPG'],19.1512216666667,73.00434575,,,,73.0017504928565,19.1512640750904
['DJI_0363.JPG'],19.1533653333333,73.0025839722222,,,,73.0017504098224,19.1513109128957
['DJI_0506.JPG'],19.1547034722222,73.0010115833333,,,,73.001750374054,19.1513309883289
['DJI_0275.JPG'],19.1525619722222,73.0030971111111,,,,73.0017431824839,19.151377824047
['DJI_0082.JPG'],19.1506863333333,73.0034184166667,,,,73.0017360138062,19.1514112795855
['DJI_0580.JPG'],19.1552385833333,73.0011228055556,,,,73.0017288562179,19.1514380444636
